a,ある
helicon,ヘリコン
helicopter,ヘリコプター
helicteres,ヘリテレス
heliocentric,地動説
heliogabalus,ヘリオガバルス
heliogram,ヘリオグラム
heliograph,ヘリオグラフ
heliographic,ヘリオグラフィック
heliography,ヘリオグラフィー
heliolatry,ヘリオラトリー
heliometer,ヘリオメーター
heliopause,ヘリオポーズ
heliophagous,ヘリオファガス
heliophila,ヘリオフィラ
heliopsis,ヘリオプシス
helios,ヘリオス
helioscope,ヘリスコープ
heliosphere,太陽圏
heliothis,ヘリオシス
heliotrope,ヘリオトロープ
heliotropism,向日性
heliotype,ヘリオタイプ
heliozoa,ヘリオゾア
heliozoan,ヘリオゾア
heliport,ヘリポート
helipterum,ヘリプテルム
helium,ヘリウム
helix,ヘリックス
hell,地獄
hellbender,ヘルベンダー
hellborn,地獄生まれ
hellcat,ヘルキャット
hellebore,ヘレボルス
helleborine,ヘレボリン
helleborus,ヘレボルス
hellenic,ギリシャの
hellenism,ヘレニズム
hellfire,業火
hellgrammiate,ヘルグラミエイト
hellhag,地獄
hellhound,ヘルハウンド
hellion,ヘリオン
hellish,地獄のような
hello,こんにちは
hells,地獄
helluo,こんにちは
helm,兜
helmet,ヘルメット
helmeted,ヘルメットをかぶった
helmetflower,ヘルメットフラワー
helmholtz,ヘルムホルツ
helminth,蠕虫
helminthagogue,蠕虫虫
helminthology,蠕虫学
helminthostachys,ヘルミントスタキス
helmsman,操舵手
heloderma,黄皮症
helodermatidae,ヘロデルマチ科
helot,ヘロット
helotiaceae,ヘロチア科
helotiales,英雄
helotium,ヘロチウム
help,ヘルプ
helped,助けた
helper,ヘルパー
helpers,ヘルパー
helpful,役立つ
helpfully,役に立ちました
helpfulness,有用性
helping,助ける
helpless,無力な
helplessly,無力に
helplessness,無力
helpmate,助け仲間
helps,助けます
helsinki,ヘルシンキ
helterskelter,大混乱
helve,助けて
helvella,ヘルベラ
helvellaceae,ヘルベラ科
helxine,ヘルキシン
hem,裾
hemachatus,ヘマチャトゥス
hemal,ヘマル
hemangioma,血管腫
hematite,ヘマタイト
hematochrome,ヘマトクローム
hematologic,血液学的
hematologist,血液学者
hematology,血液学
hematoma,血腫
hematuria,血尿
heme,ヘム
hemeralopia,半盲
hemerobiidae,ヘメロビ科
hemerocallidaceae,ヘメロカリ科
hemerocallis,ヘメロカリス
hemi,ヘミ
hemiacetal,ヘミアセタール
hemiascomycetes,半子嚢菌
hemic,ヘミック
hemiepiphyte,半着生植物
hemigalus,ヘミガラスス
hemigrammus,ヘミグラムス
hemimetabolous,半メタボリック
hemimorphite,異極鉱
hemingway,ヘミングウェイ
hemingwayesque,ヘミングウェイ風
hemiparasite,半寄生虫
hemiparasitic,半寄生性
hemiplegia,片麻痺
hemiplegic,片麻痺
hemiprocnidae,半突起科
hemiptera,半翅目
hemipteronatus,半永久的
hemiramphidae,ハミラムフィ科
hemisphere,半球
hemispheric,半球状の
hemispherical,半球状の
hemitripterus,ヘミトリプテルス
hemline,ヘムライン
hemlock,ヘムロック
hemodialysis,血液透析
hemoglobin,ヘモグロビン
hemoglobinopathy,ヘモグロビン症
hemolysin,溶血素
hemolysis,溶血
hemolytic,溶血性の
hemophilia,血友病
hemophiliac,血友病患者
hemorrhage,出血
hemorrhagic,出血性の
hemorrhoid,痔核
hemorrhoids,痔
hemosiderin,ヘモシデリン
hemostat,止血剤
hemp,麻
hempen,麻
hemstitch,ヘムステッチ
hen,鶏
henbane,ヘンバネ
henbit,ヘンビット
hence,したがって
henceforth,これからも
henceforwards,これから先
henchman,子分
hencoop,ヘンコープ
hendiadys,ヘンディアディス
henhearted,情けない
henhussy,ヘンハッシー
henna,ヘンナ
hennaed,ヘナした
henpecked,つついた
henroost,ヘンルースト
henry,ヘンリー
hep,ヘプ
hepadnavirus,ヘパドナウイルス
heparin,ヘパリン
hepatic,肝臓の
hepatica,ヘパチカ
hepaticopsida,肝虫目
hepatitis,肝炎
hepatize,肝臓化する
hephaestus,ヘパイストス
heptagon,七角形
heptane,ヘプタン
her,彼女
hera,ヘラ
heracleum,ヘラクリウム
heraclitus,ヘラクレイトス
highpitched,甲高い
highprincipled,高尚な原則
highreaching,高く届く
highroad,街道
highsouled,高尚な
highsounding,高音の
highspirited,意気盛んな
highstrung,神経質な
hight,高さ
hightasted,おいしい
hightoned,ハイトーンの
highway,高速道路
highwayman,ハイウェイマン
highways,高速道路
highwrought,高度に鍛えられた
higi,ひぎ
hijack,ハイジャック
hijacking,ハイジャック
hike,ハイキング
hiker,ハイカー
hilar,陽気な
hilarious,陽気な
hilariously,陽気に
hilarity,はしゃぎ
hill,丘
hillbilly,ヒルビリー
hillock,ヒロック
hills,丘
hillside,丘の中腹
hilltop,丘の上
hilly,丘陵地帯
hilt,柄
hilum,門
him,彼
himalayan,ヒマラヤ
himalayas,ヒマラヤ
himalayish,ヒマラヤ語
himantoglossum,ヒマントグロッサム
himantopus,ヒマントプス
himself,彼自身
hin,ヒン
hinan,ひなん
hinayana,小乗
hinayanist,ヒナヤニスト
hinc,ヒンク
hind,後頭部
hindbrain,後脳
hinder,妨げる
hindered,妨げられた
hinderer,邪魔者
hindering,邪魔する
hindermost,一番邪魔な
hindfoot,後足
hindgut,後腸
hindi,ヒンディー語
hindmost,最後尾
hindquarter,後肢
hindquarters,後肢
hindrance,邪魔
hindshank,後すね
hindsight,後知恵
hindu,ヒンドゥー教
hinduism,ヒンドゥー教
hindustan,ヒンドゥスタン
hindustani,ヒンドゥスターニ語
hinge,ヒンジ
hinny,ヒニー
hint,ヒント
hip,ヒップ
hipbone,股関節の骨
hipflask,ヒップフラスコ
hipless,ヒップレス
hipline,ヒップライン
hippeastrum,海綿骨
hipped,腰を据えた
hippie,ヒッピー
hippobosca,カバ
hippoboscidae,カバ科
hippocampus,海馬
hippocastanaceae,カバ科
hippocrates,ヒポクラテス
hippocratic,ヒポクラテス的
hippocrepis,ヒポクレピス
hippodamia,カバ
hippodrome,競馬場
hippoglossoides,ヒッポグロソイデス
hippoglossus,海馬
hippolytus,ヒッポリュトス
hippophagy,ヒポファジー
hippopotamidae,カバ科
hippopotamus,カバ
hipposideridae,カバ科
hipposideros,ヒポシデロス
hippotragus,ヒポトラガス
hipsurus,ヒスルス
hircine,ハーシーン
hirdygirdy,堅い堅い
hire,雇う
hired,雇われた
hireling,雇い人
hiroshima,広島
hirsute,多毛
hirsuteness,多毛
hirudinea,ヒルディネア
hirudinidae,ヒルディニ科
hirudo,ヒルド
hirundinidae,ヒルンディニ科
hirundo,ヒルンド
his,彼の
hispanic,ヒスパニック系
hispaniola,イスパニョーラ島
hispaniolan,ヒスパニオ人
hispid,鼻水
hiss,シューッという音
hissing,シューシューという音
hist,履歴
histaminase,ヒスタミナーゼ
histamine,ヒスタミン
histidine,ヒスチジン
histiocyte,組織球
histiocytosis,組織球症
histogram,ヒストグラム
histology,組織学
histone,ヒストン
historian,歴史家
historic,歴史的な
historical,歴史的な
historically,歴史的に
historicalness,歴史性
historiette,歴史家
historiographer,歴史学者
historiography,歴史学
history,歴史
histrionem,ヒストリオネム
histrionic,演技的な
histrionics,演技派
hit,打つ
hitch,ヒッチ
hitchhiker,ヒッチハイカー
hitchiti,ヒッチティ
hitchrack,ヒッチラック
hither,これまで
hitherto,これまで
hitler,ヒトラー
hitlerian,ヒトラー主義者
hitless,ヒットレス
hitting,ヒッティング
hittite,ヒッタイト人
hive,ハイブ
hms,うーん
ho,ほー
hoar,嗄れる
hoard,溜め込む
hoarder,溜め込む人
hoards,溜め込む
hoariness,老い
hoarse,しわがれ声
hoarsely,かすれた声で
hoarseness,嗄れ声
hoary,枯れた
hoatzin,ツメバチ
hoax,でっち上げ
hob,ホブ
hobart,ホバート
hobble,足を引きずる
hobbledehoy,ホブルデホイ
hobby,趣味
hobbyhorse,趣味の馬
hobbyist,趣味人
hobglobin,ホブグロビン
hobgoblin,ホブゴブリン
hobnail,ホブネイル
hobnailed,鋸釘で釘付けされた
hobo,ホーボー
hoboism,ホボイズム
hobsons,ホブソン
hoc,ホック
hock,飛節
hockey,ホッケー
hocus,ホーカス
hocuspocus,まやかし
hod,ホッド
hoddydoddy,ホディダディ
hodgepodge,ごった煮
hoe,鍬
hoecake,ホーケーキ
hoenir,ホニール
hog,豚
hogan,ホーガン
hogchoker,ホッグチョーカー
hogfish,ホッグフィッシュ
hoggish,ごつい
hogmanay,ホグマネイ
hogs,豚
hogshead,ホッグスヘッド
hogwash,ホグウォッシュ
hohenlinden,ホーエンリンデン
hohenzollern,ホーエンツォレルン
hoheria,ホヘリア
hoi,ほーい
hoist,ホイスト
hoity,やあ
hoitytoity,誠実さ
hokan,ほかん
hokkaido,北海道
holarrhena,ホラレナ
holbrookia,ホルブルキア
holcus,ホルカス
hold,所有
holder,保有者
holdfast,守り抜く
holding,ホールディング
holdout,差し出す
holdover,ホールドオーバー
holds,保持します
holdup,我慢する
hole,穴
holes,穴
holey,穴あき
holf,ホルフ
holiday,休日
holidays,休日
holies,神聖な
holiness,神聖さ
holistic,全体的な
hollandaise,オランデーズ
holloa,掛け声
hollow,中空
hollowed,中空の
hollowhearted,虚しい
hollowness,中空
hollowware,ホロウエア
holly,ヒイラギ
hollyhock,タチアオイ
holmium,ホルミウム
holocaust,ホロコースト
holocene,完新世
holocentridae,ホロセントリダエ
holocentrus,ホロセントラス
holocephalan,ホロセファラン
holocephali,ホロセファリ
hologram,ホログラム
holograph,ホログラフ
holographic,ホログラフィック
holography,ホログラフィー
holometabolic,ホロメタボリック
holonym,ホロニム
holonymy,ホロニミー
holophytic,ホロフィティックな
holothuria,ホロスリア
holothuridae,ホロツリ科
holothuroidea,ホロスロイデア
holozoic,全生代
holster,ホルスター
holt,ホルト
holus,ホルス
holy,聖なる
holyday,休日
holystone,聖なる石
homage,敬意
homaridae,オマリ科
homarus,ホマルス
hombre,やつ
home,家
homebound,家に帰る
homeboy,ホームボーイ
homebuilder,ホームビルダー
homecoming,帰省
homefolk,故郷の人々
homegirl,ホームガール
homegrown,自家製
homeless,ホームレス
homelessness,ホームレス
homelike,家庭的な
homeliness,家庭的
homely,家庭的な
homemade,自家製
homemaker,主婦
homemaking,家事
homeopath,ホメオパス
homeopathic,ホメオパシー
homeopathy,ホメオパシー
homeowner,家主
homer,ホーマー
homeric,ホメリック
homes,家
homesick,ホームシック
homesickness,ホームシック
homespun,ホームスパン
homestall,ホームストール
homestead,ホームステッド
homestretch,大詰め
hometown,ホームタウン
homeward,帰宅
homework,宿題
homicidal,殺人的な
homicide,殺人
homiletic,ホミレティックな
homiletical,同情的な
homiletics,ホミレティクス
homily,敬虔な
hominal,人的な
hominem,ホミネム
hominemlat,ホミネムラット
homines,人族
homing,ホーミング
homini,人類
hominian,ヒト族
hominid,ヒト科
hominidae,ヒト科
hominine,人類
hominoid,ヒト科
hominoidea,ヒト科
hominy,ホミニー
homme,オム
hommes,オム
homo,ホモ
homobasidiomycetes,ホモ担子菌
homocentric,同心的
homocercal,ホモセルカル
homocyclic,同素環式
homoecious,同性愛者
homoeopathic,ホメオパシー
homoerotic,同性愛的な
homogenate,ホモジネート
homogeneity,均一性
homogeneous,同種の
homogeneously,均一に
homogeneousness,均一性
homogenesis,均質化
homogenization,均質化
homogenize,均質化する
homogenized,均質化された
homogeny,均質性
homograft,同種移植片
homograph,同形異義語
homogyne,ホモジン
homoiothermic,恒温
homoiousia,同性愛者
homoiousian,同性愛者
homologate,ホモロゲート
homologic,相同的
homologous,相同な
homologousof,相同性の
homologue,相同体
homology,相同性
homolousian,ホモロシア人
homona,ホモナ
homonym,同音異義語
homonymous,同名の
homonymy,同音異義語
homoousia,同性愛
homoousian,同性愛者
homophobia,同性愛嫌悪
homophone,同音異義語
homophonic,同音異義語
homophonous,同音異義語
homophony,同音異義語
homoptera,同翅目
homosexual,同性愛者
homosexuality,同性愛
homosporous,同胞性の
homospory,同性愛者
homozygous,ホモ接合性
homunculus,ホムンクルス
honduran,ホンジュラス
honduras,ホンジュラス
hone,磨く
honest,正直
honesta,正直者
honestly,正直に
honesty,正直
honey,ハニー
honeybee,ミツバチ
honeycomb,ハニカム
honeycombed,蜂の巣状の
honeycreeper,ミツスイ
honeydew,甘露
honeyed,甘い
honeyflower,ハニーフラワー
honeylike,蜂蜜のような
honeymoon,ハネムーン
honeymouthed,甘口
honeypot,ハニーポット
honeysuckle,スイカズラ
honeytongued,甘言
honi,ホニ
honied,磨かれた
honk,クラクションを鳴らす
honker,警笛を鳴らす
honkytonk,ホンキートンク
honolulu,ホノルル
honor,名誉
honorabit,名誉
honorable,名誉ある
honorableness,名誉
honorably,謹んで
honorarium,謝礼
honorary,名誉ある
honored,光栄です
honoree,受賞者
honores,優等生
honoribus,名誉
honorific,敬語
honoring,敬意を表する
honors,栄誉
honos,名誉
honours,栄誉
honshu,本州
honte,ほんと
hooch,クソ
hood,フード
hooded,フード付き
hoodlum,チンピラ
hoodoo,くそー
hoodooed,とんでもない
hoodwink,フードウィンク
hoodwinked,騙された
hoof,蹄
hoofer,ひづめ
hooflike,ひづめのような
hoofprint,蹄跡
hook,針
hookah,水タバコ
hooked,夢中になった
hooker,フッカー
hookey,フッキー
hooks,フック
hookup,つなぐ
hookworm,鉤虫
hooligan,フーリガン
hoop,フープ
hoopoe,ヤツガシラ
hoopskirt,フープスカート
hoosegow,ホースゴー
hoosier,フージャー
hoot,やあ
hoover,フーバー
hop,ホップ
hope,希望
hopeful,希望に満ちた
hopefully,うまくいけば
hopefulness,希望
hopegiving,希望を与える
hopeless,絶望的な
hopelessly,絶望的に
hopelessness,絶望
hopes,希望
hopi,ホピ族
hoping,願って
hopomythumb,ホポミサム
hopper,ホッパー
hopple,ホップル
hopples,飛び跳ねる
hops,ホップ
hopsacking,ホップサック
hopscotch,石けり遊び
hor,ホル
hora,ほら
horace,ホレス
horary,ホラリー
horde,大群
hordeum,大麦
horehound,ホーハウンド
horizon,地平線
horizontal,水平
horizontality,水平性
horizontally,水平方向
hormonal,ホルモン
hormone,ホルモン
horn,ホーン
hornbeam,シデ
hornbill,サイチョウ
hornblende,角閃石
horned,角のある
hornel,ホーネル
horneophyton,角膜菌
hornet,スズメバチ
hornets,スズメバチ
hornfels,ホルンフェルス
horniness,角質
hornless,角のない
hornmad,ホーンマッド
hornpipe,ホーンパイプ
horns,角
hornwort,ツノゴケ
horny,角質の
horologe,時計
horology,時計学
horometry,ホロメトリー
horoscope,星占い
horoscoppe,ホロスコープ
horoscopy,星占い
horrendum,予告
horresco,ホレスコ
horrible,最悪
horribly,恐ろしく
horrid,恐ろしい
horrida,ホリダ
horrific,恐ろしい
horrified,恐ろしい
horrify,怖がらせる
horrifying,恐ろしい
horrifyingly,恐ろしいほどに
horripilate,恐ろしい
horripilation,恐怖
horrisonous,恐ろしい
horror,ホラー
horrors,恐怖
horrorstricken,恐怖に襲われた
horrorstrruck,恐怖に襲われた
hors,馬
horse,馬
horseback,馬に乗って
